index,prediction
70693,
70694,65.0 centimeter
70695,
70696,112.0 gram
70697,
70698,
70699,7.4 inch
70700,7.4 inch
70701,4.1 inch
70702,10.5 centimeter
70703,8.26 inch
70704,11.69 inch
70705,
70706,8.0 centimeter
70707,15.0 gram
70708,
70709,
70710,182.4 centimeter
70711,99160.0 centimeter
70712,
70713,
70714,603.0 millimeter
70715,2.6 inch
70716,6.8 centimeter
70717,
70718,5.5 inch
70719,9.8 inch
70720,18.0 centimeter
70721,3.0 centimeter
70722,3.0 centimeter
70723,7.8 inch
70724,7.8 inch
70725,7.0 millimeter
70726,8.0 millimeter
70727,7.0 millimeter
70728,4.9 inch
70729,12.5 centimeter
70730,33.0 millimeter
70731,75.0 millimeter
70732,33.0 millimeter
70733,25.0 centimeter
70734,4.72 inch
70735,
70736,21.0 ounce
70737,132.0 pound
70738,64.0 gram
70739,6.0 None
70740,170.0 kilogram
70741,170.0 kilogram
70742,7.3 inch
70743,16.5 pound
70744,1.0 meter
70745,3.28 None
70746,6.5 None
70747,6.5 None
70748,2.76 inch
70749,8.5 centimeter
70750,240.0 centimeter
70751,50.0 centimeter
70752,32.0 None
70753,87.0 inch
70754,
70755,9.84 inch
70756,9.84 inch
70757,59.1 inch
70758,22.0 gram
70759,45.0 centimeter
70760,30.0 centimeter
70761,10.0 centimeter
70762,34.0 centimeter
70763,34.0 centimeter
70764,
70765,65.0 millimeter
70766,60.0 millimeter
70767,32.0 centimeter
70768,62.0 centimeter
70769,11.0 None
70770,120.0 centimeter
70771,2.2 inch
70772,145.0 millimeter
70773,145.0 millimeter
70774,29.0 centimeter
70775,40.0 centimeter
70776,7.5 None
70777,7.5 None
70778,7.5 None
70779,
70780,4.3 inch
70781,26.0 centimeter
70782,85.0 gram
70783,12.0 centimeter
70784,15.0 centimeter
70785,12.0 centimeter
70786,35.0 centimeter
70787,6.0 centimeter
70788,5.47 inch
70789,13.9 centimeter
70790,6.49 inch
70791,12.79 inch
70792,1600.0 watt
70793,
70794,
70795,1.8 inch
70796,
70797,10.0 ounce
70798,3.0 None
70799,3.0 None
70800,104.0 centimeter
70801,18.0 centimeter
70802,11.0 centimeter
70803,
70804,35.0 millimeter
70805,35.0 millimeter
70806,24.0 centimeter
70807,24.0 centimeter
70808,
70809,200.0 watt
70810,
70811,3.0 centimeter
70812,3.0 centimeter
70813,330.0 pound
70814,7.0 centimeter
70815,2.1 centimeter
70816,
70817,36.0 watt
70818,
70819,200.0 gram
70820,85.0 millimeter
70821,148.0 millimeter
70822,96.0 millimeter
70823,30.0 centimeter
70824,3.0 None
70825,2.8 None
70826,16.0 kilogram
70827,5.4 centimeter
70828,29.0 centimeter
70829,3.5 centimeter
70830,15.2 centimeter
70831,1.69 inch
70832,27.55 inch
70833,
70834,
70835,
70836,
70837,1.57 inch
70838,72.0 inch
70839,123.0 centimeter
70840,
70841,1.77 inch
70842,13.5 centimeter
70843,22.0 centimeter
70844,22.0 centimeter
70845,
70846,
70847,1200.0 watt
70848,
70849,
70850,
70851,2.56 inch
70852,6.5 centimeter
70853,
70854,14.0 centimeter
70855,20.0 centimeter
70856,9.0 meter
70857,27.0 millimeter
70858,190.0 millimeter
70859,1.4 inch
70860,1.5 centimeter
70861,10.5 centimeter
70862,320.0 watt
70863,
70864,
70865,700.0 pound
70866,5.0 volt
70867,4.1 inch
70868,60.0 centimeter
70869,240.0 millilitre
70870,44.0 centimeter
70871,43.0 centimeter
70872,35.0 ounce
70873,203.0 centimeter
70874,18.0 inch
70875,0.78 inch
70876,0.78 inch
70877,4.0 millimeter
70878,11.0 centimeter
70879,4.3 inch
70880,
70881,150.0 pound
70882,11.5 centimeter
70883,14.17 inch
70884,14.17 inch
70885,180.0 centimeter
70886,180.0 centimeter
70887,
70888,5.0 None
70889,5.0 None
70890,908.0 gram
70891,22.0 centimeter
70892,102.0 centimeter
70893,11.4 centimeter
70894,8.2 centimeter
70895,115.0 millimeter
70896,209.0 gram
70897,430.0 millimeter
70898,
70899,
70900,140.0 centimeter
70901,30.0 centimeter
70902,30.0 centimeter
70903,30.0 centimeter
70904,
70905,10.0 centimeter
70906,10.0 centimeter
70907,10.0 centimeter
70908,
70909,
70910,15.0 centimeter
70911,15.0 centimeter
70912,15.0 centimeter
70913,28.0 centimeter
70914,60.0 millimeter
70915,500.0 None
70916,
70917,1100.0 watt
70918,12001.0 volt
70919,11.0 kilogram
70920,7.5 centimeter
70921,5.0 inch
70922,5.0 inch
70923,1.0 None
70924,8.0 None
70925,11.5 None
70926,3.0 ounce
70927,11.7 inch
70928,29.8 centimeter
70929,4.3 inch
70930,1.97 inch
70931,1780.0 ounce
70932,32.0 centimeter
70933,15.75 inch
70934,32.0 centimeter
70935,200.0 centimeter
70936,15.0 centimeter
70937,15.0 centimeter
70938,6.2 centimeter
70939,2.0 centimeter
70940,90.0 gram
70941,
70942,
70943,2670.0 None
70944,83.0 None
70945,0.59 inch
70946,0.59 inch
70947,0.59 inch
70948,9.5 centimeter
70949,270.0 None
70950,20.0 None
70951,
70952,13.0 inch
70953,6.7 inch
70954,4.2 centimeter
70955,
70956,100.0 centimeter
70957,100.0 centimeter
70958,
70959,5.0 centimeter
70960,20.0 centimeter
70961,147.0 None
70962,18.5 None
70963,13.0 inch
70964,16.0 centimeter
70965,4.0 centimeter
70966,13.0 inch
70967,13.0 inch
70968,33.0 centimeter
70969,3.527 ounce
70970,14.4 millimeter
70971,4.8 centimeter
70972,5.7 centimeter
70973,8.66 inch
70974,11.0 centimeter
70975,3.8 inch
70976,
70977,35.0 None
70978,12.5 None
70979,0.3 None
70980,30.0 None
70981,1.75 ounce
70982,
70983,3.0 None
70984,3.0 None
70985,2.0 None
70986,280.0 None
70987,44.0 inch
70988,2.2 inch
70989,22.5 millimeter
70990,0.73 inch
70991,
70992,606.0 gram
70993,3.0 None
70994,3.0 None
70995,16.0 millimeter
70996,16.0 millimeter
70997,16.0 millimeter
70998,
70999,120.0 volt
71000,48.0 watt
71001,45.0 centimeter
71002,5.0 centimeter
71003,5.0 centimeter
71004,44.0 centimeter
71005,7.5 centimeter
71006,148.0 centimeter
71007,39.0 inch
71008,39.0 inch
71009,
71010,45.0 gram
71011,2.5 centimeter
71012,1.1 centimeter
71013,6.0 centimeter
71014,67.0 None
71015,
71016,33.0 centimeter
71017,3.8 inch
71018,99.2 gram
71019,45.0 millimeter
71020,3.3 None
71021,1.0 None
71022,8.7 inch
71023,36.2 inch
71024,4.0 centimeter
71025,33.0 centimeter
71026,6.0 centimeter
71027,6.0 centimeter
71028,
71029,
71030,
71031,5.0 volt
71032,0.9 watt
71033,
71034,
71035,
71036,5.4 centimeter
71037,6.7 centimeter
71038,80.0 centimeter
71039,40.0 centimeter
71040,16.5 inch
71041,9.0 inch
71042,16.5 inch
71043,32.0 millimeter
71044,45.0 centimeter
71045,45.0 centimeter
71046,48.6 centimeter
71047,
71048,2.37 inch
71049,2.37 inch
71050,
71051,
71052,
71053,35.0 centimeter
71054,
71055,160.0 centimeter
71056,42.0 centimeter
71057,25.6 inch
71058,36.0 None
71059,35.0 centimeter
71060,5.1 centimeter
71061,3.0 inch
71062,15.2 centimeter
71063,3.0 None
71064,20.0 gram
71065,25.0 pound
71066,
71067,23.5 centimeter
71068,2.0 inch
71069,2.0 inch
71070,26.0 centimeter
71071,
71072,
71073,3.0 centimeter
71074,24.0 centimeter
71075,290.0 millimeter
71076,6.7 inch
71077,11.61 inch
71078,11.61 inch
71079,11.61 inch
71080,22.0 centimeter
71081,11.0 centimeter
71082,14.0 centimeter
71083,5.3 inch
71084,5.3 inch
71085,192.0 millimeter
71086,128.0 millimeter
71087,316.0 None
71088,0.75 inch
71089,
71090,15.0 gram
71091,
71092,13.0 centimeter
71093,61.0 centimeter
71094,
71095,1.69 inch
71096,7.5 centimeter
71097,14.0 centimeter
71098,10.1 centimeter
71099,
71100,12.0 kilogram
71101,16.0 centimeter
71102,16.0 centimeter
71103,3.9 inch
71104,23.0 pound
71105,3.25 inch
71106,2.37 inch
71107,3.25 inch
71108,35.0 centimeter
71109,16.0 millimeter
71110,63.0 millimeter
71111,27.0 centimeter
71112,5.5 centimeter
71113,
71114,1.25 meter
71115,60.0 millimeter
71116,
71117,45.0 centimeter
71118,45.0 centimeter
71119,35.0 centimeter
71120,0.4 inch
71121,0.4 inch
71122,1.77 inch
71123,2.4 inch
71124,2.4 inch
71125,15.7 inch
71126,15.7 inch
71127,74.0 centimeter
71128,1.0 None
71129,27.0 centimeter
71130,1.0 None
71131,300.0 centimeter
71132,245.0 centimeter
71133,245.0 centimeter
71134,8.0 inch
71135,15.0 millimeter
71136,15.0 millimeter
71137,155.0 centimeter
71138,58.0 centimeter
71139,27.5 centimeter
71140,27.5 centimeter
71141,8.0 inch
71142,
71143,220.0 pound
71144,190.0 centimeter
71145,140.0 millimeter
71146,2110.0 millimeter
71147,11.0 inch
71148,28.0 centimeter
71149,28.0 centimeter
71150,425.25 gram
71151,
71152,61.0 centimeter
71153,120.0 kilogram
71154,120.0 kilogram
71155,11.5 centimeter
71156,11.5 centimeter
71157,118.0 millimeter
71158,18.0 centimeter
71159,17.3 centimeter
71160,41.0 centimeter
71161,500.0 millilitre
71162,7.0 centimeter
71163,15.0 centimeter
71164,
71165,330.0 pound
71166,142.0 millimeter
71167,16.0 centimeter
71168,150.0 kilogram
71169,10.0 centimeter
71170,65.0 centimeter
71171,9.0 centimeter
71172,81.0 None
71173,500.0 millimeter
71174,8.66 inch
71175,350.0 pound
71176,300.0 kilogram
71177,
71178,88.0 centimeter
71179,15.9 inch
71180,133.0 millimeter
71181,133.0 millimeter
71182,133.0 millimeter
71183,10.0 centimeter
71184,0.4 inch
71185,450.0 None
71186,32.0 centimeter
71187,12.5 inch
71188,8.46 inch
71189,21.5 centimeter
71190,2.95 inch
71191,16.0 centimeter
71192,6.3 inch
71193,90.0 centimeter
71194,60.0 centimeter
71195,2.2 meter
71196,
71197,46.8 inch
71198,10.0 centimeter
71199,26.0 centimeter
71200,4.1 inch
71201,
71202,60.0 centimeter
71203,60.0 centimeter
71204,300.0 kilogram
71205,150.0 centimeter
71206,150.0 centimeter
71207,
71208,2.54 centimeter
71209,11.0 centimeter
71210,1.0 inch
71211,9.4 inch
71212,9.4 inch
71213,
71214,12.0 centimeter
71215,20.0 centimeter
71216,60.0 centimeter
71217,34.5 None
71218,0.8 inch
71219,2.29 inch
71220,12.0 ounce
71221,4.4 volt
71222,10.5 centimeter
71223,200.0 gram
71224,10.2 inch
71225,26.0 centimeter
71226,25.0 centimeter
71227,25.0 centimeter
71228,25.0 centimeter
71229,10.0 centimeter
71230,24.0 centimeter
71231,24.0 centimeter
71232,27.5 centimeter
71233,9.0 None
71234,9.0 None
71235,9.0 None
71236,16.0 centimeter
71237,250.0 millilitre
71238,5.1 inch
71239,4.5 centimeter
71240,6.6 centimeter
71241,
71242,7.1 centimeter
71243,19.0 millimeter
71244,70.0 millimeter
71245,
71246,51.0 centimeter
71247,5.1 centimeter
71248,
71249,72.0 centimeter
71250,93.0 centimeter
71251,177.0 millilitre
71252,
71254,3.0 centimeter
71255,25.5 centimeter
71256,6.3 centimeter
71257,
71258,12.0 volt
71259,2.0 None
71260,8.2 inch
71261,
71262,265.0 pound
71263,380.0 pound
71264,5.0 centimeter
71265,5.0 centimeter
71266,61.0 centimeter
71267,17.0 centimeter
71268,
71269,
71270,15.0 centimeter
71271,15.0 centimeter
71272,2.75 inch
71273,3.74 inch
71274,50.0 centimeter
71275,
71276,10.0 centimeter
71277,10.0 centimeter
71278,2024.0 None
71279,
71280,48.0 volt
71281,2.0 meter
71282,1.0 meter
71283,2.0 None
71284,6.0 None
71285,6.0 None
71286,6.0 None
71287,820.0 centimeter
71288,30.0 centimeter
71289,150.0 millimeter
71290,
71291,
71292,2.0 volt
71293,
71294,
71295,
71296,15.9 centimeter
71297,15.9 centimeter
71298,79.0 millimeter
71299,75.0 millimeter
71300,18.0 centimeter
71301,18.0 centimeter
71302,7.0 inch
71303,
71304,21.2 inch
71305,21.2 inch
71306,
71307,5.0 centimeter
71308,23.5 centimeter
71309,4.8 inch
71310,75.0 centimeter
71311,
71312,38.0 centimeter
71313,
71314,2.0 watt
71315,4.3 inch
71316,150.0 centimeter
71317,
71318,
71319,
71320,5.0 centimeter
71321,1.96 inch
71322,5.0 centimeter
71323,397.0 gram
71324,31.0 centimeter
71325,20.0 centimeter
71326,14.0 centimeter
71327,26.5 centimeter
71328,
71329,3.7 centimeter
71330,3.3 inch
71331,3.4 inch
71332,520.5 centimeter
71333,51.0 millimeter
71334,6.4 inch
71335,12.4 inch
71336,18.0 inch
71337,45.0 centimeter
71338,59.0 inch
71339,79.0 None
71340,
71341,143.0 millimeter
71342,14.5 inch
71343,14.5 inch
71344,
71345,
71346,5.0 centimeter
71347,45.0 None
71348,45.0 None
71349,
71350,1.77 None
71351,27.0 None
71352,1.77 None
71353,60.0 centimeter
71354,80.0 millimeter
71355,30.0 centimeter
71356,30.0 centimeter
71357,80.0 centimeter
71358,17.71 inch
71359,8.0 None
71360,8.0 None
71361,8.0 None
71362,14.2 centimeter
71363,340.0 millimeter
71364,340.0 millimeter
71365,108.0 inch
71366,30.0 centimeter
71367,20.0 centimeter
71368,8.0 centimeter
71369,4.0 centimeter
71370,1.0 centimeter
71371,2.0 millimeter
71372,2.0 millimeter
71373,2.0 millimeter
71374,72.0 inch
71375,
71376,31.5 inch
71377,5.1 inch
71378,5.1 inch
71379,8.0 inch
71380,26.0 inch
71381,3.5 None
71382,89.76 inch
71383,4.0 centimeter
71384,41.0 centimeter
71385,41.0 centimeter
71386,3.9 millimeter
71387,47.6 inch
71388,6.7 inch
71389,150.0 pound
71390,
71391,
71392,0.62 inch
71393,45.0 centimeter
71394,284.0 gram
71395,34.0 inch
71396,34.0 inch
71397,
71398,12.0 centimeter
71399,99.0 millimeter
71400,
71401,35.0 centimeter
71402,0.49 ounce
71403,15.7 inch
71404,11.8 inch
71405,15.7 inch
71406,14.0 centimeter
71407,21.0 centimeter
71408,5.71 inch
71409,5.71 inch
71410,4.0 inch
71411,4.0 inch
71412,4.0 inch
71413,4.0 inch
71414,60.0 centimeter
71415,60.0 centimeter
71416,45.0 centimeter
71417,
71418,4.5 inch
71419,40.0 watt
71420,
71421,5.5 kilogram
71422,39.0 millimeter
71423,39.0 millimeter
71424,10.0 millimeter
71425,16.0 millimeter
71426,35.0 millimeter
71427,14.0 centimeter
71428,5.51 inch
71429,3.3 None
71430,3.3 None
71431,6.0 centimeter
71432,10.0 ounce
71433,13.0 inch
71434,13.0 inch
71435,220.0 pound
71436,2.0 inch
71437,5.0 centimeter
71438,1.0 None
71439,1.0 None
71440,
71441,
71442,16.0 centimeter
71443,16.0 centimeter
71444,
71445,72.0 centimeter
71446,14.0 centimeter
71447,21.8 centimeter
71448,3.0 centimeter
71449,30.0 centimeter
71450,30.0 centimeter
71451,
71452,20.0 gram
71453,9.0 centimeter
71454,165.0 millimeter
71455,97.0 millimeter
71456,330.0 pound
71457,110.0 centimeter
71458,75.0 centimeter
71459,0.8 inch
71460,1.2 inch
71461,50.0 millimeter
71462,50.0 centimeter
71463,
71464,500.0 watt
71465,55.0 millimeter
71466,26.0 centimeter
71467,26.0 centimeter
71468,19.0 centimeter
71469,19.0 centimeter
71470,19.0 centimeter
71471,9.65 inch
71472,
71473,
71474,6.0 None
71475,6.0 None
71476,6.0 None
71477,15.6 inch
71478,13.0 centimeter
71479,13.0 centimeter
71480,13.0 centimeter
71481,
71482,
71483,18.5 inch
71484,2.13 inch
71485,5.4 centimeter
71486,89.0 millimeter
71487,5.0 millimeter
71488,380.0 millimeter
71489,1.8 kilogram
71490,70.0 centimeter
71491,10.0 inch
71492,
71493,
71494,150.0 centimeter
71495,1.96 inch
71496,6.5 inch
71497,13.0 inch
71498,4.0 None
71499,6.5 inch
71500,4.0 None
71501,37.0 centimeter
71502,1.6 inch
71503,3.0 centimeter
71504,3.0 centimeter
71505,1.5 centimeter
71506,14.0 centimeter
71507,8.5 centimeter
71508,114.0 centimeter
71509,120.0 centimeter
71510,12.0 centimeter
71511,3.7 centimeter
71512,3.7 centimeter
71513,3.7 centimeter
71514,86.61 inch
71515,86.61 inch
71516,86.61 inch
71517,2.0 meter
71518,1.0 meter
71519,2.0 meter
71520,
71521,0.98 inch
71522,6.46 inch
71523,6.02 inch
71524,6.5 inch
71525,6.5 inch
71526,10.0 centimeter
71527,8.3 centimeter
71528,265.0 pound
71529,4.8 inch
71530,4.8 inch
71531,12.7 inch
71532,6.4 inch
71533,200.0 centimeter
71534,100.0 centimeter
71535,60.0 inch
71536,
71537,3.3 centimeter
71538,4.0 pound
71539,
71540,1500.0 watt
71541,
71542,
71543,11.8 inch
71544,
71545,
71546,15.0 centimeter
71547,7.0 centimeter
71548,15.0 centimeter
71549,15.0 centimeter
71550,19.2 centimeter
71551,2.8 inch
71552,28.0 ounce
71553,61.1 millimeter
71554,33.0 centimeter
71555,41.0 centimeter
71556,
71557,60.0 centimeter
71558,120.0 centimeter
71559,2.8 centimeter
71560,1.96 inch
71561,42.0 centimeter
71562,105.0 centimeter
71563,3.9 inch
71564,15.0 centimeter
71565,15.0 centimeter
71566,3.74 inch
71567,40.0 centimeter
71568,100.0 None
71569,0.8 millimeter
71570,100.0 None
71571,410.0 millimeter
71572,294.0 millimeter
71573,0.8 inch
71574,8.9 inch
71575,13.78 inch
71576,2.6 inch
71577,3.1 inch
71578,5.3 inch
71579,330.0 pound
71580,6.7 inch
71581,3.9 inch
71582,64.0 inch
71583,64.0 inch
71584,64.0 inch
71585,160.0 centimeter
71586,228.0 millimeter
71587,
71588,10.2 centimeter
71589,25.4 centimeter
71590,300.0 pound
71591,5.31 inch
71592,3.54 inch
71593,3.5 centimeter
71594,30.5 centimeter
71595,1700.0 None
71596,45.0 millimeter
71597,94.0 millimeter
71598,38.5 centimeter
71599,12.0 ounce
71600,18.5 centimeter
71601,8.5 inch
71602,55.0 millimeter
71603,93.0 centimeter
71604,5.0 centimeter
71605,31.0 centimeter
71606,31.0 centimeter
71607,18.5 ounce
71608,19.7 inch
71609,28.0 volt
71610,
71611,5.0 centimeter
71612,2.99 inch
71613,7.48 inch
71614,12.0 centimeter
71615,4.7 inch
71616,4.7 inch
71617,5.5 centimeter
71618,5.5 centimeter
71619,5.0 centimeter
71620,25.0 millimeter
71621,0.98 inch
71622,8.0 centimeter
71623,8.0 centimeter
71624,8.26 inch
71625,21.0 centimeter
71626,35.0 centimeter
71627,13.7 inch
71628,70.0 centimeter
71629,70.0 centimeter
71630,9.44 inch
71631,106.0 millimeter
71632,12.0 millimeter
71633,45.0 millimeter
71634,29.5 inch
71635,7.08 inch
71636,18.0 centimeter
71637,18.0 centimeter
71638,10.5 centimeter
71639,10.5 centimeter
71640,70.0 centimeter
71641,70.0 centimeter
71642,
71643,20.0 volt
71644,120.0 inch
71645,30.0 centimeter
71646,30.0 centimeter
71647,17.0 centimeter
71648,24.0 inch
71649,60.0 centimeter
71650,
71651,
71652,0.8 inch
71653,0.8 inch
71654,52.0 centimeter
71655,20.0 centimeter
71656,2.0 None
71657,13.77 inch
71658,3.54 inch
71659,17.5 centimeter
71660,
71661,
71662,200.0 watt
71663,13.5 centimeter
71664,
71665,7.0 inch
71666,150.0 None
71667,330.0 pound
71668,2.3 inch
71669,1.5 inch
71670,61.0 centimeter
71671,173.0 centimeter
71672,1.26 inch
71673,26.0 centimeter
71674,1.65 inch
71675,7.5 inch
71676,20.0 millimeter
71677,20.0 millimeter
71678,20.0 millimeter
71679,
71680,1.5 None
71681,3.0 centimeter
71682,
71683,
71684,
71685,
71686,2024.0 None
71687,4.8 centimeter
71688,2.36 inch
71689,1.18 inch
71690,33.8 ounce
71691,7.0 ounce
71692,72.0 millimeter
71693,72.0 millimeter
71694,20.0 centimeter
71695,20.0 centimeter
71696,20.0 centimeter
71697,13.5 centimeter
71698,125.0 millilitre
71699,
71700,
71701,
71702,9.0 centimeter
71703,10.0 centimeter
71704,17.0 centimeter
71705,11.5 centimeter
71706,
71707,7.9 inch
71708,7.9 inch
71709,248.0 gram
71710,340.0 gram
71711,11.2 centimeter
71712,
71713,
71714,
71715,1.5 centimeter
71716,71.0 centimeter
71717,
71718,
71719,19.0 watt
71720,
71721,4.5 centimeter
71722,
71723,16.0 centimeter
71724,55.0 None
71725,50.0 centimeter
71726,
71727,30.0 millimeter
71728,5.0 centimeter
71729,5.0 centimeter
71730,6.7 inch
71731,8.0 centimeter
71732,69.0 centimeter
71733,33.0 centimeter
71734,159.0 kilogram
71735,4.0 millimeter
71736,7.0 centimeter
71737,42.0 centimeter
71738,73.0 centimeter
71739,17.0 centimeter
71740,
71741,27.9 inch
71742,71.0 centimeter
71743,8.0 ounce
71744,15.0 pound
71745,1.57 inch
71746,0.87 inch
71747,1.57 inch
71748,72.0 centimeter
71749,5.0 None
71750,1.5 inch
71751,7.0 inch
71752,9.0 inch
71753,30.4 None
71754,176.0 None
71755,4.7 inch
71756,105.0 millimeter
71757,37.0 millimeter
71758,0.42 None
71759,0.8 inch
71760,2.5 inch
71761,4.5 inch
71762,120.0 None
71763,120.0 None
71764,6.0 pound
71765,6.0 pound
71766,
71767,
71768,
71769,1500.0 watt
71770,
71771,7.8 centimeter
71772,3.0 inch
71773,440.0 pound
71774,1300.0 watt
71775,110.0 volt
71776,2.5 centimeter
71777,58.0 centimeter
71778,2.95 inch
71779,40.0 millimeter
71780,10.0 centimeter
71781,308.0 millimeter
71782,308.0 millimeter
71783,4.7 inch
71784,4.7 inch
71785,4.7 inch
71786,52.0 inch
71787,52.0 inch
71788,52.0 inch
71789,1.46 inch
71790,8.0 None
71791,1.5 centimeter
71792,45.0 centimeter
71793,45.0 centimeter
71794,45.0 centimeter
71795,842.29 centimeter
71796,400.0 pound
71797,400.0 pound
71798,150.0 centimeter
71799,24.0 centimeter
71800,64.0 centimeter
71801,30.4 inch
71802,20.5 inch
71803,19.0 centimeter
71804,
71805,
71806,25.0 centimeter
71807,3.74 inch
71808,105.0 millimeter
71809,4.7 inch
71810,5.9 inch
71811,40.0 centimeter
71812,75.0 millimeter
71813,20.0 millimeter
71814,89.0 millimeter
71815,1600.0 milligram
71816,
71817,
71818,11.0 inch
71819,50.0 None
71820,81.28 centimeter
71821,50.0 centimeter
71822,12.0 centimeter
71823,12.0 centimeter
71824,10.5 centimeter
71825,11.0 centimeter
71826,23.0 centimeter
71827,23.0 centimeter
71828,10.5 centimeter
71829,8.0 inch
71830,9.8 inch
71831,4.72 inch
71832,4.72 inch
71833,193.0 centimeter
71834,200.0 centimeter
71835,5.9 None
71836,70.0 None
71837,400.0 None
71838,400.0 None
71839,5.0 centimeter
71840,4.3 inch
71841,2.14 inch
71842,20.0 centimeter
71843,16.75 pound
71844,10.0 centimeter
71845,17.0 centimeter
71846,
71847,
71848,20.0 None
71849,28.0 centimeter
71850,7.5 centimeter
71851,22.0 centimeter
71852,250.0 millimeter
71853,175.0 millimeter
71854,70.0 centimeter
71855,7.6 centimeter
71856,5.0 centimeter
71857,5.0 centimeter
71858,4.0 centimeter
71859,195.0 millimeter
71860,195.0 millimeter
71861,195.0 millimeter
71862,11.0 centimeter
71863,4.33 inch
71864,
71865,34.0 watt
71866,
71867,
71868,355.0 None
71869,355.0 None
71870,355.0 None
71871,5.0 None
71872,30.0 centimeter
71873,5.0 centimeter
71874,8.5 inch
71875,24.0 centimeter
71876,70.0 centimeter
71877,6.0 centimeter
71878,90.0 millimeter
71879,2.5 centimeter
71880,15.5 centimeter
71881,12.0 None
71882,13.5 centimeter
71883,2.0 None
71884,36.0 millimeter
71885,36.0 millimeter
71886,8.5 centimeter
71887,5.0 centimeter
71888,218.0 centimeter
71889,218.0 centimeter
71890,
71891,43.31 inch
71892,
71893,8.0 ounce
71894,11.81 inch
71895,30.0 centimeter
71896,8.2 None
71897,1.0 None
71898,40.0 centimeter
71899,220.0 pound
71900,27.0 millimeter
71901,55.0 centimeter
71902,325.0 None
71903,2.06 inch
71904,50.0 millimeter
71905,250.0 None
71906,250.0 None
71907,21.5 centimeter
71908,21.5 centimeter
71909,
71910,55.0 centimeter
71911,9.05 inch
71912,9.05 inch
71913,8.5 centimeter
71914,8.5 centimeter
71915,
71916,165.0 millimeter
71917,8.0 centimeter
71918,8.0 centimeter
71919,
71920,18.0 watt
71921,
71922,20.0 None
71923,8.0 inch
71924,8.0 inch
71925,8.0 inch
71926,3.34 inch
71927,20.0 None
71928,3.0 centimeter
71929,29.0 inch
71930,29.0 inch
71931,73.99 centimeter
71932,4.0 centimeter
71933,9.8 None
71934,400.0 None
71935,9.0 None
71936,9.0 None
71937,6.3 inch
71938,44.0 pound
71939,6.3 inch
71940,
71941,
71942,
71943,
71944,
71945,50.0 None
71946,1.22 inch
71947,8.0 ounce
71948,15.0 centimeter
71949,15.0 centimeter
71950,1.18 inch
71951,3.0 centimeter
71952,325.0 millimeter
71953,200.0 millimeter
71954,38.0 inch
71955,4.72 inch
71956,
71957,3.14 inch
71958,6.0 pound
71959,
71960,76.19 centimeter
71961,55.87 centimeter
71962,800.0 watt
71963,100.0 volt
71964,170.0 millimeter
71965,6.89 inch
71966,8.0 centimeter
71967,3.2 centimeter
71968,51.0 centimeter
71969,
71970,
71971,24.0 inch
71972,24.0 inch
71973,
71974,49.12 inch
71975,49.12 inch
71976,13.1 inch
71977,11.2 inch
71978,29.88 inch
71979,11.4 centimeter
71980,
71981,80.0 None
71982,3.9 inch
71983,85.0 millimeter
71984,
71985,
71986,15.5 centimeter
71987,13.0 gram
71988,5.0 ounce
71989,3.4 inch
71990,21.7 inch
71991,15.0 ounce
71992,3.5 inch
71993,3.5 inch
71994,14.0 centimeter
71995,180.0 centimeter
71996,180.0 centimeter
71997,22.8 None
71998,9.0 inch
71999,42.0 millimeter
72000,42.0 millimeter
72001,1.65 inch
72002,4.33 inch
72003,8.7 centimeter
72004,10.5 centimeter
72005,15.0 centimeter
72006,15.0 centimeter
72007,17.7 inch
72008,5.0 inch
72009,5.0 inch
72010,5.0 inch
72011,
72012,
72013,300.0 watt
72014,7.3 inch
72015,8.26 inch
72016,8.26 inch
72017,17.7 ounce
72018,
72019,4.8 centimeter
72020,2.8 centimeter
72021,24.0 volt
72022,9.0 watt
72023,350.0 ounce
72024,330.0 millimeter
72025,12.99 inch
72026,
72027,55.0 None
72028,14.0 centimeter
72029,0.48 kilogram
72030,210.0 millimeter
72031,11.0 centimeter
72032,4.7 inch
72033,53.0 centimeter
72034,15.0 centimeter
72035,5.9 inch
72036,11.0 centimeter
72037,3.7 centimeter
72038,3.7 centimeter
72039,11.0 None
72040,7.4 centimeter
72041,9.9 centimeter
72042,
72043,
72044,
72045,
72046,
72047,
72048,11.0 centimeter
72049,3.3 centimeter
72050,316.0 None
72051,177.0 millilitre
72052,24.0 centimeter
72053,24.0 centimeter
72054,24.0 centimeter
72055,14.9 inch
72056,25.5 inch
72057,3.9 inch
72058,3.9 inch
72059,8.0 None
72060,10.0 centimeter
72061,
72062,10.8 centimeter
72063,5.43 inch
72064,152.0 centimeter
72065,130.0 centimeter
72066,29.0 centimeter
72067,20.5 centimeter
72068,40.0 pound
72069,6.6 centimeter
72070,1.0 centimeter
72071,52.0 millimeter
72072,19.5 centimeter
72073,1.3 None
72074,9.84 inch
72075,35.0 ounce
72076,18.0 centimeter
72077,250.0 gram
72078,6.0 None
72079,17.0 millimeter
72080,14.0 millimeter
72081,822.0 millimeter
72082,822.0 millimeter
72083,1500.0 None
72084,6.3 inch
72085,
72086,
72087,10.2 inch
72088,3.0 None
72089,
72090,
72091,10.0 inch
72092,25.4 centimeter
72093,2.3 inch
72094,25.0 centimeter
72095,29.0 centimeter
72096,3.0 ounce
72097,6.0 millimeter
72098,457.2 meter
